business_id,business_name,city,state,is_open,dataset,total_reviews,business_star_avg,business_star_std,business_star_min,business_star_max,avg_vader_sentiment,vader_sentiment_std,dominant_emotion,avg_word_count,avg_negation_mentions,avg_person_mentions,avg_location_mentions,avg_product_mentions,avg_anger_intensity,avg_fear_intensity,avg_joy_intensity,avg_sadness_intensity,avg_anticipation_intensity,avg_disgust_intensity,avg_surprise_intensity,avg_trust_intensity,primary_industry
H854B_b0pWhBq3Fhn8Iqgg,Casa Vieja,Hendersonville,TN,1,chipotle,4,3.0,1.8257418583505538,1.0,5.0,0.278925,0.673630751351708,sadness,23.75,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
H8kS0IyJgpT2FJCgYjEO9A,Tres Caminos Pontoon Beach,Granite City,IL,1,chipotle,1,1.0,,1.0,1.0,-0.1548,,sadness,22.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
H93qzg4bPSzdyjOvkK1buQ,Jenny's Nail Salon II,Plumsteadville,PA,1,hair,1,3.0,,3.0,3.0,-0.5042,,disgust,15.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
H9dXz4RDYxzRM5-z3FyVTQ,El Azteca I Mexican Restaurant,Philadelphia,PA,0,chipotle,4,2.25,1.5000000000000002,1.0,4.0,-0.001674999999999982,0.6490141722900459,sadness,22.75,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
H9fkf4Xkj_j7Zxs1FmY58Q,Plaza Azteca - Plymouth Meeting,Plymouth Meeting,PA,1,chipotle,34,3.7941176470588234,1.4308169263217576,1.0,5.0,0.4029647058823529,0.4666505251855734,anticipation,21.029411764705884,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
H9go318MwxYH2UBlnd4OmA,Studio 20,Franklin,TN,1,hair,2,3.0,2.8284271247461903,1.0,5.0,0.10465000000000002,1.1249361781896785,anticipation,22.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HCtaslujHiD_j5St_FR5IA,McDonald's,Westmont,NJ,1,chipotle,4,1.75,0.5,1.0,2.0,-0.217275,0.5838782086188865,trust,20.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HEIi9lYs-cXWg99ph90lUA,Goddess Nails,Clearwater,FL,1,hair,5,2.8,1.4832396974191326,1.0,5.0,0.31686000000000003,0.668160682770245,trust,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HEzmD8QVGU2PUyG9j-nNGg,Fancy Nails,Sewell,NJ,1,hair,1,1.0,,1.0,1.0,-0.3479,,sadness,20.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HFuAKE0uZ-frIMjroeA-cA,SET NoLibs,Philadelphia,PA,1,chipotle,7,3.857142857142857,1.6761634196950517,1.0,5.0,0.5923857142857143,0.32446661065288585,anticipation,21.714285714285715,0.2857142857142857,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HG5VFjeiCjMNI488o-u3vA,Posh Nail Spa,Moorestown,NJ,1,hair,10,4.3,1.2516655570345725,1.0,5.0,0.51303,0.6318633080905324,joy,20.8,0.1,0.1,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HGW3R1b2wQCq_QzBXNmcIA,Chili's,Tampa,FL,1,chipotle,9,1.7777777777777777,1.3944333775567928,1.0,5.0,-0.03354444444444445,0.5455729811654695,anticipation,20.666666666666668,0.6666666666666666,0.0,0.0,0.0,0.5,0.1,0.8999999999999999,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HGoi45YW_aFaMZzotpJ1tQ,HerHair Company,Indianapolis,IN,1,hair,4,1.25,0.5,1.0,2.0,-0.07859999999999999,0.5385837786887632,sadness,21.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HIE4JTORkwfuc_XO2nRVAQ,Ulta Beauty,Tucson,AZ,1,hair,5,1.8,1.3038404810405297,1.0,4.0,-0.11211999999999997,0.4134570558111205,anticipation,23.0,0.8,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HIkDF6FomGbG-730HDn9fA,The Art of Shaving,New Orleans,LA,0,hair,2,5.0,0.0,5.0,5.0,0.5,0.5260874452027914,joy,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HJBPcATR044Dp6GDIfoUCw,A Day 'n Night Salon & Spa,Tucson,AZ,0,hair,3,2.0,1.0,1.0,3.0,0.22276666666666667,0.1948087352593136,anticipation,21.666666666666668,0.6666666666666666,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HJq6nfiPa6_2FhMX-D8FYQ,Red Nails,Tucson,AZ,1,hair,3,3.6666666666666665,2.3094010767585034,1.0,5.0,0.15293333333333334,0.2648883035042003,anticipation,23.666666666666668,1.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HKLFG2qKkd5X1IyfwYlYqQ,Chubbie's Fried Chicken,New Orleans,LA,1,chipotle,9,4.555555555555555,1.0137937550497031,2.0,5.0,0.35686666666666667,0.4943440375892077,anticipation,20.77777777777778,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5,0.1,0.8999999999999999,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HKbKI4wIj1wN0bu9mZah9A,Luxe Mani Pedi,Cherry Hill,NJ,1,hair,7,2.4285714285714284,1.9023794624226837,1.0,5.0,-0.17705714285714283,0.6587872085814024,sadness,22.428571428571427,0.2857142857142857,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HLFW1GYHXpK2pjML0TKaqw,Star's Cut Barbershop,Tampa,FL,1,hair,3,4.0,1.0,3.0,5.0,0.2958,0.42048047517096443,anticipation,22.333333333333332,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HLZfvmlAt4K91MCQXvvwCQ,Nails Rap 3,Tucson,AZ,1,hair,2,3.0,2.8284271247461903,1.0,5.0,-0.43885,0.6206276218474328,anticipation,22.5,0.5,0.5,0.5,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HLpVerV0DAmD9YIJOD9CaQ,Haddon Barber,Collingswood,NJ,1,hair,1,4.0,,4.0,4.0,0.4404,,anticipation,23.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HLwzUJ8IZwP2mLpMMF5x7g,Ulta Beauty,Port Richey,FL,0,hair,2,1.5,0.7071067811865476,1.0,2.0,-0.36755,0.519794194850231,anticipation,20.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HM1-FBQuXMr8_58P05-FRQ,Fantastic Sams Cut & Color,St Petersburg,FL,1,hair,2,5.0,0.0,5.0,5.0,-0.08025000000000002,0.6534373764944885,joy,23.5,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HMlqFPIHqiDV7qE1vREQXg,1617 Barber Shop & Beauty Salon,Philadelphia,PA,1,hair,1,5.0,,5.0,5.0,-0.4215,,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HMv0ZijqCzqwlUZjGJYqnA,LG Nails & Spa,Clearwater,FL,1,hair,6,4.5,1.224744871391589,2.0,5.0,0.51315,0.42986713645032226,joy,21.833333333333332,0.16666666666666666,0.16666666666666666,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HNC6Nvp_rza7AhsXrFdENA,South Philly Nails,Philadelphia,PA,1,hair,3,3.6666666666666665,2.3094010767585034,1.0,5.0,0.38273333333333337,0.7442463458649518,joy,20.333333333333332,0.0,0.3333333333333333,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HNimzVqqW3pxF5CMd-WixA,Belle Amie Hair Designs,Abington,PA,1,hair,2,5.0,0.0,5.0,5.0,0.68455,0.34528024125339113,joy,22.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HNtAgJtIod1JvcMnpBWecA,Daisy Diamonds,Tucson,AZ,1,hair,2,5.0,0.0,5.0,5.0,0.9248000000000001,0.0073539105243401875,joy,21.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HP9HbP6zcIN2BfrzhOqvzg,Best Cuts,Hainesport,NJ,1,hair,1,5.0,,5.0,5.0,0.8858,,anticipation,20.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HPIgRxdq5E6EbYpQOx5vbQ,Q Nails,Harvey,LA,1,hair,1,1.0,,1.0,1.0,0.0,,sadness,24.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HPktsJuJY8ivLfM_4fEPDQ,Massage Bay,Boise,ID,1,hair,2,4.5,0.7071067811865476,4.0,5.0,0.015900000000000025,0.7657966440250309,sadness,21.0,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HQVNu1-m1ZkIlFeYWMv5jg,Top Nails & Spa,Collegeville,PA,1,hair,2,3.5,2.1213203435596424,2.0,5.0,0.28175,0.11235926753054241,anticipation,23.0,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HQk01S9sVTJRVv7qr0r0Ww,Hatboro Garden Nail & Spa,Hatboro,PA,1,hair,3,4.666666666666667,0.5773502691896257,4.0,5.0,0.7666000000000001,0.07936063255796294,anticipation,21.333333333333332,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HRmbrbl0FgKc8Q_QmlPcew,BMT Nail and Spa,St. Petersburg,FL,1,hair,1,1.0,,1.0,1.0,-0.4767,,sadness,22.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HS0BEUF6QAl_Hq0uE_mqMw,Urban Angels Salon,New Orleans,LA,0,hair,3,5.0,0.0,5.0,5.0,-0.0010666666666666786,0.6856216765340295,anticipation,21.333333333333332,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HTLIfzZUBT6DDrfXEkPfdg,City Nails,Indianapolis,IN,1,hair,4,5.0,0.0,5.0,5.0,0.19735,0.4638693961307068,sadness,22.0,0.75,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HTOGECTmHHrlMYqnU40jIA,Supercuts,Philadelphia,PA,0,hair,1,5.0,,5.0,5.0,0.7056,,sadness,25.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HTv9Nu_PFBEi938vDUgZYA,Great Clips,Saint Louis,MO,1,hair,1,2.0,,2.0,2.0,-0.2732,,sadness,20.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HU4iqQMC5GqiqAbdOmpuew,Victoria's Secret,Nashville,TN,1,hair,1,2.0,,2.0,2.0,0.7579,,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HVKkaje_bJtTORJlcPtJIA,West 86th Hair Designs,Indianapolis,IN,1,hair,3,2.6666666666666665,2.0816659994661326,1.0,5.0,0.0817,0.5418550451919776,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HVb-gF2fc39VwtMo8jMOJA,Jimmy John's,Town and Country,MO,1,chipotle,3,2.0,1.0,1.0,3.0,0.10000000000000002,0.3708535560029053,anticipation,21.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
HWgd0hxR37LWhsO2U22EBg,Poshe Day Spa & Nails,Saint Petersburg,FL,1,hair,4,3.75,1.8929694486000912,1.0,5.0,0.26139999999999997,0.3699112776509163,anticipation,22.75,0.75,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HX3UAADrWMqReSRIrKteOA,Protein Nails,Greenwood,IN,1,hair,3,1.0,0.0,1.0,1.0,-0.14543333333333333,0.4322501860419881,fear,22.333333333333332,0.3333333333333333,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HXDxNyEsGjtn599h5kfT0g,Rouge Hair Boutique,Conshohocken,PA,1,hair,1,3.0,,3.0,3.0,0.5859,,trust,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HXI57kf09wKPLlLZVTr-tQ,Alexa Beauty and Barber,Green Valley,AZ,1,hair,1,5.0,,5.0,5.0,0.9287,,joy,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HXasxUkHnkttUjA9M2HLsg,La Hacienda,Lawrence Township,IN,1,chipotle,2,5.0,0.0,5.0,5.0,0.6974,0.08555992052357225,joy,20.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HY77xds-bhkPesuLcE44hQ,Tim's Barber Shop,Saint Petersburg,FL,1,hair,5,3.0,1.8708286933869707,1.0,5.0,0.03182,0.49497796112554343,sadness,19.2,0.0,0.4,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HZgCjFBDlCqc4OYHfvw6KQ,Fade Masters,Tampa,FL,1,hair,2,5.0,0.0,5.0,5.0,0.6145,0.17055415562219528,fear,21.5,0.0,0.5,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HZoYgJ63l-kyskl48uFdFA,Pericos Restaurant,Saint Petersburg,FL,0,chipotle,5,4.2,0.44721359549995787,4.0,5.0,0.6383,0.39607253123638864,anticipation,19.8,0.2,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
H_EmJ9Id0pnFw2poOH2OOw,Crazy Burrito,Tampa,FL,1,chipotle,5,4.8,0.44721359549995787,4.0,5.0,0.64666,0.18046036406923271,anger,21.4,0.4,0.2,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
H_oc8E8EDKYaBM21pPHkyQ,Me & You Salon,Tampa,FL,1,hair,2,5.0,0.0,5.0,5.0,0.64485,0.017182694782833095,anticipation,22.0,1.0,0.5,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Ha9kyKYPh9g2dk-bgGUikg,K Sa De Nails,Tucson,AZ,1,hair,2,1.5,0.7071067811865476,1.0,2.0,0.05695,1.1861716254404335,joy,22.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HbHs1D7rjmtXduvaBEGTkw,Trendy Lash Styles,Clearwater,FL,1,hair,1,5.0,,5.0,5.0,0.4767,,sadness,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HbRGXGOanrYLIJSJlFGyhw,Great Clips,Audubon,NJ,1,hair,1,5.0,,5.0,5.0,0.0,,anticipation,21.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HcG7Sov7XhrFT9RWD6kRsQ,Rancho Grande,Camby,IN,0,chipotle,1,5.0,,5.0,5.0,-0.2263,,sadness,20.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
Hd6U8p2-9k5CWY1ScrYong,Taco Bell,Philadelphia,PA,1,chipotle,2,1.0,0.0,1.0,1.0,-0.285,0.40305086527633205,disgust,20.0,0.5,0.5,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HdBfXvOD-JpLfq7IV7coDQ,Regis Salon,Richmond Heights,MO,0,hair,1,4.0,,4.0,4.0,0.5984,,sadness,19.0,1.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HeW3zkIoSb1zeaJVsD8Nag,Le Beaute Eyebrow,Tampa,FL,1,hair,1,5.0,,5.0,5.0,0.8734,,anticipation,24.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HeX_8oFkXUkwLyw1pUgneA,Heroes Only Barber Shop,Valrico,FL,1,hair,1,5.0,,5.0,5.0,0.7906,,joy,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Heg_5-Ep0LQ0df8YV7xQCQ,Cantina Laredo,King of Prussia,PA,0,chipotle,25,3.84,1.34412301024373,1.0,5.0,0.473868,0.36639399867719813,joy,21.28,0.28,0.08,0.08,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HeiTL0nnN3mGEWES2F8atA,Sonae Hair and Organics,Narberth,PA,1,hair,1,5.0,,5.0,5.0,0.4588,,anticipation,25.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Heq_K2nBtqceBipJJavM-g,Rudy's Barbershop,Nashville,TN,0,hair,1,5.0,,5.0,5.0,0.7269,,trust,20.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Hez0sedVgyIJ3kee1U-3Eg,Burger King,Temple Terrace,FL,1,chipotle,1,2.0,,2.0,2.0,0.6249,,trust,25.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HfvN2I9Uszimc1iXsh3jFA,Concord Nails & Spa,Glen Mills,PA,1,hair,2,2.5,2.1213203435596424,1.0,4.0,0.0,0.0,joy,25.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HgPC5nqvPRMjC0UA3GFy4g,Wendy's,Huntingdon Valley,PA,1,chipotle,1,1.0,,1.0,1.0,0.25,,anticipation,18.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
Hhp8V4zd3WWgYEL95f_24A,Classics Barber Shop,Palm Harbor,FL,1,hair,1,5.0,,5.0,5.0,0.9056,,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HiBRBBTyiJU7qDcxW5mRXg,Mean Street Tattoos,Bensalem,PA,1,hair,4,5.0,0.0,5.0,5.0,0.5114,0.35011037307302584,trust,19.25,0.0,0.25,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HiKFAocRpRHvZ-Wpg1ZjJg,Taco Bell,Philadelphia,PA,0,chipotle,1,2.0,,2.0,2.0,-0.4391,,sadness,19.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
Hj5K3FMO8DoG7x8XALgISg,Del Taco,Reno,NV,1,chipotle,5,2.6,1.51657508881031,1.0,4.0,0.39733999999999997,0.47466651767319756,sadness,22.6,0.6,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
Hj84hSBA7J5A2aWrPYCjkw,Hair Cuttery,Saint Petersburg,FL,1,hair,1,1.0,,1.0,1.0,0.4404,,anticipation,20.0,2.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HjJxCZNkvBf1vTqYQ-v29A,Berwyn Nails,Berwyn,PA,1,hair,2,1.5,0.7071067811865476,1.0,2.0,0.1591,0.2250013777735594,fear,20.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HjpmTi4lYuyC-5QMp7NGjA,SweetHead Naturals,Saint Louis,MO,1,hair,1,5.0,,5.0,5.0,0.3612,,sadness,15.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HkdIGOvJunTJG8hR1l09Cw,Mia Bella Salon and Spas,North Redington Beach,FL,1,hair,3,2.0,1.7320508075688772,1.0,4.0,0.0511,0.634495161526075,sadness,22.333333333333332,0.3333333333333333,0.3333333333333333,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Hair Salons
HkrsfVZxYoT2avLV6LuHjw,K-Nails and Spa,Tampa,FL,1,hair,7,4.0,1.7320508075688774,1.0,5.0,0.3689857142857143,0.48245133581385324,joy,21.571428571428573,0.42857142857142855,0.0,0.14285714285714285,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HktF2wHIjY7KdxQlLHSy-g,Sodalicious,Meridian,ID,1,chipotle,1,4.0,,4.0,4.0,0.6948,,anticipation,20.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
Hl1snIVcDuihCT1raOwe3A,ChickeNuevo,Marana,AZ,1,chipotle,2,4.0,0.0,4.0,4.0,0.5019,0.42440549006816586,fear,23.5,0.5,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HlXE8flli7TjYVpnzw6HjA,Numex,Saint Petersburg,FL,0,chipotle,13,4.6923076923076925,0.6304251719561152,3.0,5.0,0.4944,0.3767213802445161,anticipation,22.0,0.0,0.0,0.15384615384615385,0.0,0.5,0.1,0.9000000000000001,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HlwNqyYsI7f_vi7xozMSDg,El Grullense Taqueria,Hendersonville,TN,1,chipotle,12,4.75,0.621581560508061,3.0,5.0,0.5491916666666666,0.34511749371728023,trust,20.75,0.16666666666666666,0.0,0.6666666666666666,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
Hlx8S2GLF7hMuIKx4sU-gg,Cesar's Place,Santa Barbara,CA,1,chipotle,6,3.3333333333333335,1.632993161855452,1.0,5.0,0.3735833333333334,0.4605355943536467,anticipation,20.5,0.5,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
HnOaaK8Xl-_rwOorxt8UoA,Five Guys,Metairie,LA,1,chipotle,4,4.25,0.5,4.0,5.0,0.518575,0.367931763374678,joy,22.25,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HncFKqa1_JhqTabbkfYfBg,Solace Salon & Spa,Santa Barbara,CA,1,hair,1,5.0,,5.0,5.0,0.8625,,trust,19.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Hng1aV3UUJEtqwr_hGxciA,Taco Bell,Reno,NV,1,chipotle,5,2.2,1.7888543819998317,1.0,5.0,-0.19804,0.5649444689524803,anticipation,22.4,0.2,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HoCO8CHjAPZWP4P2PoTcZg,Javelina Cantina,Tucson,AZ,0,chipotle,6,2.6666666666666665,1.632993161855452,1.0,5.0,-0.0804,0.5664068290548765,sadness,21.5,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
HoDYyczaBBJ3VmIb3qwn3g,Taco Bell,Nashville,TN,1,chipotle,6,1.0,0.0,1.0,1.0,-0.12016666666666669,0.44648413484318417,sadness,23.0,0.0,0.0,0.0,0.0,0.5,0.10000000000000002,0.9,0.10000000000000002,0.6999999999999998,0.10000000000000002,0.6,0.4000000000000001,Mexican Restaurant
HoSD12A8J7m-q-F_Z7s7uQ,The Beauty Institute,Philadelphia,PA,1,hair,2,4.5,0.7071067811865476,4.0,5.0,0.418,0.5911412690719537,sadness,21.5,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Hompf63F6EAPxxj_4baNQg,Long John Silver's,Indianapolis,IN,1,chipotle,1,1.0,,1.0,1.0,-0.4404,,disgust,24.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
HpDWpS6rpF-mY0Dx0nvH-g,Julie's Nail Salon,Largo,FL,1,hair,2,1.0,0.0,1.0,1.0,0.47635,0.024819448019647833,anticipation,24.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
HpuaTdgJlUXKrgKMPKfs3Q,COCO BLUE Nail&Spa,Bala Cynwyd,PA,1,hair,1,1.0,,1.0,1.0,-0.2263,,sadness,22.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Hpud8V6Bt0PHMqlpxa1cHg,Moe's Southwest Grill,Pinellas Park,FL,1,chipotle,1,5.0,,5.0,5.0,0.8442,,trust,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Mexican Restaurant
Hq5yQVThsPKPvtY-kUKgdA,Happy Nail Spa,Saint Petersburg,FL,1,hair,2,1.0,0.0,1.0,1.0,0.6427499999999999,0.008273149339882598,fear,22.5,1.0,0.0,0.5,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
Hq_EvRajv9vQMn-A-rZ1eQ,No Excuses,Edmonton,AB,1,hair,1,2.0,,2.0,2.0,-0.4201,,fear,23.0,0.0,0.0,0.0,0.0,0.5,0.1,0.9,0.1,0.7,0.1,0.6,0.4,Hair Salons
